운영기관명,상품명,운영기관구분,상품구분,학자금유형구분,대학구분,학년구분,학과구분,성적기준,소득기준,지원금액,특정자격,지역거주여부,신청기간,선발방법,선발인원,자격제한,추천필요여부,제출서류
한국장학재단,푸른등대 기부장학금(한국토지주택공사 LH),한국장학재단,장학금,소득구분,제한없음,제한없음,제한없음," - 직전학기 백분위 80점 이상, 최소 12학점 이상 이수 ", - 학자금 지원구간 3구간 이하인 자 ," - 2,000,000원", - 한국토지주택공사 임대주택 거주 대학생 - 대한민국 국적의  국내,제한없음, - 2021-01-22 ~ 2021-02-05, - 가계소득 60점 + 성적 40점, - 50명," - 방송통신대, 원격대, 사이버대, 기능대, 평생교육원은 제외",불필요,없음
연성대학교,장애인 장학금,대학교,장학금,장애인,제한없음,제한없음,제한없음, - 직전학기 평점평균 1.2이상 재학생 ,제한없음,금액미정, - 본인 장애등급 : 심하지 않은 장애인도 가능 - 부모님 장애등급 심한 장애인,제한없음, - 2021-09-13~2021-10-14,기준없음,약간명,제한없음,불필요, - 장애인증명서 1부 - 해당자가 부모님일 경우 주민등록등본 또는 가족관계증명서 1부  - 개인정보 이용 동의서 *자세한 내용은 홈페이지 참조바람
국민대학교해공장학회,해공생활장학생,대학교,장학금,지역연고,제한없음,제한없음,제한없음, - 직전 학기의 취득학점 15학점 이상이면서 성적평점평균이 3.0이상인 학생생,제한없음, - 1인당 250 만원(생활비 지원), - 국민대학교에 재학 중인 현재 3.4학년 학생,제한없음, - 2021-04-01~2021-04-09 14:00까지 , - 1차 - 서류전형 (에세이 100%) - 2차 - 면접전형(서류전형 결과 50%+ 면접 50%), - 4명 ,제한없음,불필요, - 신청서 및 학업에세이 - 재학증명서 - 성적증명서 - 주민등록등본 1부 - 개인정보 수집. 이용 동의서 1부 
강릉영동대학교,다자녀장학금,대학교,장학금,기타,제한없음,제한없음,제한없음,제한없음,제한없음,금액미정," - 형제, 자매가 3자녀 이상일 경우  (출가자는 제외) ",제한없음, -2021-09-27~2021-10-01, - 신청 후 첨부서류와 함께 학과 사무실 제출 ,약간명, - 교내장학금을 수혜받은 학생은 장학금을 신청할 수 없음  - 기간내에 신청바람, , - 주민등록등본 1부 
상지대학교,학업봉사장학,대학교,장학금,기타,제한없음,제한없음,제한없음,제한없음,제한없음," - 1학기당 장학금 1,000,000원 지급급", - 한학기 동안 계속 봉사활동이 가능한 학생이 신청,제한없음, -2021-08-23~2021-08-30, - 학과장이 학교 봉사 활동에 적합한 대상자를 신청접수 및 선정하여 단과대학 교학부 취합하여 학생행복팀으로 추천천, - 본인 소속 학과(부) 및 해당 행정부서에 별도 문의 ," - 봉사활동을 제대로 하지 않을 경우 '봉사활동확인서'에 미활동자 철회 사유를 제출하면, 이에 따른 장학금은 지급하지 않음 - 등록금 범위 내 지급 대상자로 선발된 학생 중 추후 타장학금 수혜로 등록금 범위를 초과하는 경우에는 학업봉사장학금 등록금 범위내로 조정하여 지급됨. ", - 학과(부)장 및 행정부서장의 추천으로 선발, - 추천서
성결대학교,성적향상장학금,대학교,장학금,성적우수,특정대학,제한없음,제한없음, - 가 그룹 2.81~3.2/ 3.8 이상 - 나 그룹 3.21~3.6/ 4.0 이상 - 다 그룹 3.61~4.0/ 4.2 이상 - 라 그룹 4.01~ 4.2/ 4.35 이상 ,제한없음,금액미정," - 최소학점 : 1~3학년 재학생은 15학점 , 4학년 재학생은 9학점을 기준으로 한다.  - 성적향상 폭이 높은 인원이 우선순위 - 2021학년도 2학기 학생회비 납부자에 한해서 지급됩니다. ",제한없음, -2021-09-13~2021-09-17,기준없음,약간명," - 재학생에게 지급되는 장학금이며, 등록금 범위 내 지급되는 장학금 입니다.  ",불필요,없음
평택대학교,장애학생 가계지원 장학금,대학교,장학금,장애인,특정대학,제한없음,제한없음,제한없음,제한없음, - 한 학기당 100만원 지원 , - 재학생으로서 장애인 등록증 또는 증명서가 있는 경우,제한없음, - 2021-10-05~2021-10-15,기준없음,약간명,제한없음,불필요, - 장애학생 가계지원 장학금 신청서 - 장애인 등록증 또는 증명서 *자세한 사항은 홈페이지 참조 바람람
(재)보성군장학재단,복지 장학생,지자체,장학금,지역연고,제한없음,제한없음,제한없음,제한없음," - 국민기초 생활 수급자 및 차상위 계층의 자녀 - 장애인 또는 장애인가정 자녀, 의사상자의 자녀 - 한부모/다문화/새터민 가정의 자녀 - 시설 입소자 및 산업체 근로 청소년 - 건강보험료 납부액이 중위소득 100% 이하인 가구"," - 1,500,000원", - 저소득 가구의 대학생 재학생, - 본인 및 부모가 공고일 현재 보성군에 1년 이상 주소를 두고 실제 거주하고 있는 세대의 손·자녀 - 대학생의 경우 관외 거주생도 신청 가능, - 2021-03-29 ~ 2021-04-16, - 선발기준 : 성적평가 30% 소득평가 70%, - 13명명," - 국가 등으로부터 학비 등을 지원받는 육사, 해사, 공사, 경찰대 등 - 교육비 납입액이 50만원 이하인 자 - 정규 학제 기간 초과 재학생 - 대학원생 - 상반기 장학금 수혜 가구 - 국외유학생 * 자세한 사항 첨부파일 참조", - 읍·면장의 추천으로 선발, - 장학금지원신청서 - 등록금 납입증명서 - 주민등록 등본 - 가족관계증명서 - 직전학기 성적증명서 - 재학증명서 - 장학생 추천서 - 건강보험료 납부확인서 - 신청인 서약서 - 개인정보 수집·이용 및 제공·조회 동의서 - 통장사본 - 경제상황 증빙서류 * 자세한 사항은 첨부파일 참조
(재)용복장학회,희망/배움지원 장학금,민간(기타),장학금,성적우수,제한없음,제한없음,제한없음, - 직전학기 학점 3.7 (4.5 기준) 이상인 학생, - 가정형편이 어려워 학비보조를 필요로 하는 자, - 100만원 내외 * 당 장학회 수혜기간 중 다른 장학금 중복 수혜가능,제한없음,제한없음, * 상시모집 *,기준없음,약간명," - 소속 학교에서 징계 처분 (제적, 퇴학, 정학, 근신)을 받았을 때 - 휴학 또는 질병, 기타 사유로 학업지속이 어려울 때 (단, 군입대 제외)"," - 국, 공립, 사립대학교 총(학)장 및 지도교수 - 각급 단체장 등 사회지도층 인사", - 장학생 지원서 1부 (서식1) - 추천서 1부 (서식2) - 자기소개서  (서식3) - 서약서 1부 (서식4) - 신청인 서약서 1부 (서식5) - 개인정보 활용 동의서 1부 (서식6) - 재학 증명서 - 성적증명서 * 대학교 전 학년 성적증명서 1부 (신입생 : 대학수학능력시험 성적/ 수능미응시자: 고등학교 전체 성적표 제출) - 학생 및 보호자의 주민등록등본 1부  - 경제상황증빙서류  * 법정 저소득층 증명서 1부 or 건강보험 납입증명 (신청일 직전 3개월 고지금액) or 직전학기 소득분위 증명서 - 장학금 사용 계획서 1부 (서식7)
사단법인남해군향토장학회,희망장학금(관외대학재학생),지자체,장학금,소득구분,제한없음,제한없음,제한없음,제한없음," - 경제적인 어려움이 있는 학생  * 장애인가정, 기초생활수급자, 다문화가정, 다자녀가정, 2020년 남해군향토장학회에 12만원 이상 기탁한 가정에겐 가산점 적용"," - 1,000,000원", - 경제적으로 어려움이 있는 학생 , - 선발공고일 현재 부모가 남해군에 주소를 두고 있는 학생, - 2020-12-23 ~ 2021-01-29, - 생활정도 90% + 가산점 10%, - 30명,제한없음, - 학교장 추천 , - 장학생 신청서 - 재학증명서 - 주민등록 등본 - 통장 사본 - 건강보험 납부확인서 - 특별사항 해당서류 
재단법인 광주북구 장학회,특별장학생,지자체,장학금,기타,제한없음,제한없음,제한없음,제한없음,제한없음," - 종합대학: 1,500,000원 - 전문대학: 1,000,000원 ",제한없음, - 광주광역시 북구에 1년 이상 주민등록을 두고 거주하고 있는 구민 또는 그 자녀, - 2020-10-19 ~ 2020-10-30, - 자세한 사항은 첨부파일 참고, - 다문화 장학생: 1명 (종합대학) - 장애인 장학생 : 1명 (종합대학) - 다자녀 장학생 : 2명 (종합대학)  - 다자녀 장학생 : 1명 (전문대학) ," - 2019년도 북구장학생으로 선발되어 장학금을 받은 학생 - 통장자녀장학금, 농업인자녀학자금 등을 지원받은 학생 - 공고일 현재 휴학 중인 학생 - 정규학기를 초과한 학생 - 공고일 기준 직전학기에 외국대학에 재학한 학생 - 타 장학금을 수령하여 등록금 내 지원가능금액이 50만원 미만인 학생",불필요, ※ 공통서류- 장학생 신청서  - 장학생 추천서 - 신청인 서약서 - 주민등록 등본 - 개인정보 수집 이용 제공 및 조회 동의서 - 재학증명서 * 상품마다 제출서류가 다르므로 첨부파일 참고
주한독일고등교육진흥원,석사과정 장학금(모든전공 Master),관계부처,장학금,성적우수,제한없음,제한없음,제한없음,제한없음,제한없음, - 월 850 유로 * 수혜기간 : 10~24개월, - 장학수혜가 시작되기 전(2021년도 10월)에 학부를 졸업한 자 또는 졸업예정자로서 독일에서의 상급과정 이수를 통해 학업을 증진시키길 원하는 자,제한없음, * 일반적으로 10월 1일 ※ 홈페이지 확인, - (1차) 서류심사 - (2차) 인터뷰진행,약간명,제한없음,불필요," * DAAD 지원 홈페이지에서 온라인 신청, 자세한 사항은 지원 홈페이지 참조"
동원대학교,가족장학금,대학교,장학금,기타,특정대학,제한없음,제한없음,제한없음,제한없음," - 장학금액 : 1인당 최대 40만원 (등록금 범위 내,가족 2인 모두 지급)"," - 우리대학에 현재 재학중인 가족 (형제, 자매, 남매, 부녀, 부자, 모녀, 모자, 부부만 해당됨) ",제한없음, -2021-09-02~2021-10-29, - 가족 2인 중 1인이 직접 학생취업처 또는 팩스로 제출 ,약간명,제한없음,불필요, - 가족장학금 신청서 1부 - 가족관계서류 1부
재단법인 준제장학회,영재나무장학생,민간(기타),장학금,특기자,제한없음,제한없음,제한없음,제한없음,제한없음," - 500,000원  (경연대회 참가비, 교육비)"," - 국악예술특기생을 대상으로 진행 - 자신의 꿈에 열성적인 학생(국악예술 특기생 및 전공학생) - 학교성적우수자, 한부모가정자녀, 차상위계층자녀, 의인의 가족, 재능기부 기능자 우대함 (우대조건 미적합자도 장학금 신청 가능)",제한없음, - 2021-09-01~2021-10-01,기준없음, - 학교별 최대 3명 ,제한없음,불필요, - 신청서 - 자기소개서 - 추천서 - 생활기록부 - 건강보험납부증명서 - 우대조건증빙자료 - 개인정보이용동의서서
루터대학교,장애학생장학금,대학교,장학금,장애인,제한없음,제한없음,제한없음, - 직전학기 2.2이상 ,제한없음, - 1~3등급 : 수업료의 30% - 4~6등급 : 수업료의 10%, - 장애인 증빙서류 제출자 ,제한없음, - 2021-06-21~2021-07-16,기준없음,약간명, - 서류를 허위로 작성할 시에는 장학금 혜택에서 제외함 -장학금은 정규 8 학기 내에서만 신청할 수 있음 - 전체 장학금액이 수업료 총액을 초과할 경우 교내장학금은 반환해야 함 - 장학금 수혜자가 등록기간 내 등록 *자세한 내용은 홈페이지 참조 바람,불필요, - 통합장학금신청서 - 장애인증명서 또는 장애인복지카드 - 모든 교내장학금 신청자는 2021학년도 2학기 국가장학금 신청서 1부 를 필수로 제출해야함함
한국장학재단,푸른등대 기부장학금(가수홍진영),한국장학재단,장학금,소득구분,4년제(5~6년제포함),제한없음,제한없음," - 직전 정규학기 백분위 80점 이상, 최소 12학점 이상 이수", - 기초생활수급자 또는 차상위계층,"- 학기당 2,500,000원 지원 (생활비 무상보조로 정액 지원)- 2개 학기 ", - 대한민국 국적의 국내 4년제 및 전문 대학교 재학생 - 기초생활수급자 또는 차상위계층 가정의 대학생,제한없음, - 2021-01-22 ~ 2021-02-05, - 성적 100점 , - 20명," - 전공대학, 대학원대학, 방송통신대학, 원격대학, 사이버대학, 기능대학은 제외 - 신입생/편입생 제외 - 졸업학기자 제외 - 기 수혜자는 선발 제외외",불필요, - 소득확인 서류제출 및 가구원 동의 - 기부처별 추가 서류 제출 * 한국장학재단 홈페이지 온라인 신청 * 자세한 사항은 첨부파일 또는 한국장학재단 홈페이지 게시판 참고고
수원대학교,전공우수장학금,대학교,장학금,성적우수,제한없음,제한없음,제한없음, - 직전학기 12학점 취득(이수학기 6학기 이상은 9학점) - 직전학기 평점평균 2.5이상,제한없음, - 등록금의 30%, - 이수학기 8학기 미만자  - 2021년 3월1일부터 2021년 8월 31일까지 교내/외 전공 관련 각종 대회에서 우수학생으로 선발된 자 ,제한없음, - 2021-05-18~2021-06-11,기준없음,약간명,제한없음,불필요, - 수상실적 및 상장사본
